4) Specifica il codice ISTAT del tuo comune,6) Il tuo territorio ha problemi di connettività a internet? ,"7) Il tuo sindaco o un assessore, ti ha incontrato come Digital Champion?","8) Il comune durante il 2014-15, ha organizzato o finanzia iniziative per aumentare la cultura digitale?",10) C'è e come ci si registra al wi fi pubblico nel comune di cui sei DC?,"11) Il wi fi pubblico, per quanto tempo è accessibile al giorno?",12) Hai verificato la qualità del sito web del tuo comune?   ,13) Quali servizi on line ci sono?,14) Il tuo comune è presente su facebook? E come viene gestito?,15) Il tuo comune è presente su twitter e come viene gestito? *,18) Il tuo comune rilascia dati in formato aperto e riusabile (open data) *,C'è una comunità che organizza Coderdojo? Quanto è attiva?,20) Ci sono iniziative di alfabetizzazione digitale?  *,22) Puoi segnalare quante startup innovative ci sono nella provincia del tuo comune?,23) Puoi segnalare quanti incubatori registrati ci sono nel tuo comune?,"25) Ci sono altri spazi adibiti alla promozione del digitale come coworking, fablab e altro?  *",29) Quale priorità segnali per il tuo comune?  *,Comune,Provincia,Regione,Grandezza_comune,Abitanti,,,,,,,,,,,,,,,,,,,,,,,,,,Scegli un tema che vorresti approfondire come digital champion
78062,la connettività non supera i 10 Megabit,si,"si, ha organizzato 1 evento",Tramite app Facebook,"12h, dalle 18.00 alle 6.00 (quando gli uffici sono chiusi)",oltre 60 indicatori soddisfatti,Servizi informativi per bandi e concorsi pubblici,è presente e risponde a commenti e domande,non è presente su  twitter,esiste una sezione open data ma ristretta solo agli adempimenti di legge sulla trasparenza,non c'è nel mio comune,Saltuariamente vengono organizzati incontri ma nulla di continuativo,"No, il dato non è facilmente ricavabile",0,no,"aumentare la connettività, supportare gli amministratori pubblici nella promozione del digitale, aumentare l'alfabetizzazione digitale per categorie a rischio esclusione, avviare coderdojo, aumentare formazione di tecnologie open source, aumentare diffusione dei fablab e della digitalizzazione della manifattura",Lago,CS,CAL,PICCOLO,2765,,,,,,,,,,,,,,,,,,,,,,,,,,
78044,la connettività non supera i 100 Megabit,no,"no, non hai mai organizzato nulla",non c'è nessun servizio di wi fi pubblico,,oltre 60 indicatori soddisfatti,Servizi informativi per bandi e concorsi pubblici,non è presente su facebook,non è presente su  twitter,non esiste una sezione open data,non c'è nel mio comune,Non c'è stata nessuna iniziativa,49,0,no,"aumentare la connettività, aumentare il wi fi pubblico, aumentare l'alfabetizzazione digitale per categorie a rischio esclusione, aumentare l'alfabetizzazione digitale alle aziende, aumentare diffusione dei fablab e della digitalizzazione della manifattura",Corigliano Calabro,CS,CAL,GRANDE,40548,,,,,,,,,,,,,,,,,,,,,,,,,,
78043,la connettività non supera i 20 Megabit,no,"no, non hai mai organizzato nulla",non c'è nessun servizio di wi fi pubblico,,oltre 60 indicatori soddisfatti,"Servizi informativi per bandi e concorsi pubblici, Piattaforma per consultazioni online, Servizi informativi meteo e dati ambientali, Servizi informativi per situazioni di emergenza, URP online",non è presente su facebook,non è presente su  twitter,non esiste una sezione open data,non c'è nel mio comune,Non c'è stata nessuna iniziativa,nessuna,nessuna,no,"aumentare la connettività, aumentare il wi fi pubblico, aumentare l'alfabetizzazione digitale per categorie a rischio esclusione, aumentare l'alfabetizzazione digitale alle aziende, avviare coderdojo",Colosimi,CS,CAL,PICCOLO,1333,,,,,,,,,,,,,,,,,,,,,,,,,,
78041,ADSL non presente,no,"no, non hai mai organizzato nulla",non c'è nessun servizio di wi fi pubblico,non esiste,fino a 10 indicatori soddisfatti,"Servizi informativi per bandi e concorsi pubblici, URP online",non è presente su facebook,non è presente su  twitter,non esiste una sezione open data,non c'è nel mio comune,Non c'è stata nessuna iniziativa,0,0,no,"aumentare la connettività, aumentare il wi fi pubblico",Civita,CS,CAL,PICCOLO,969,,,,,,,,,,,,,,,,,,,,,,,,,,
78031,la connettività non supera i 20 Megabit,no,"no, non hai mai organizzato nulla",tramite invio di password in busta chiusa su richiesta,non c'è nessun limite,oltre 60 indicatori soddisfatti,"Servizi informativi per bandi e concorsi pubblici, Piattaforma per consultazioni online, Servizi informativi meteo e dati ambientali",non è presente su facebook,non è presente su  twitter,non esiste una sezione open data,1 volta alla settimana,"Ci sono iniziative per l’alfabetizzazione verso giovani, Ci sono iniziative per l’alfabetizzazione verso anziani",nessuna,nessuno,no,"supportare gli amministratori pubblici nella promozione del digitale, aumentare le politiche a supporto delle startup, aumentare diffusione dei fablab e della digitalizzazione della manifattura",Castrolibero,CS,CAL,MEDIO,10323,,,,,,,,,,,,,,,,,,,,,,,,,,
78030,la connettività non supera i 10 Megabit,no,"no, non hai mai organizzato nulla",non c'è nessun servizio di wi fi pubblico,,oltre 60 indicatori soddisfatti,"Servizi informativi per bandi e concorsi pubblici, Piattaforma per consultazioni online",non è presente su facebook,non è presente su  twitter,non esiste una sezione open data,non c'è nel mio comune,Non c'è stata nessuna iniziativa,0,0,no,"aumentare la connettività, aumentare il wi fi pubblico, supportare gli amministratori pubblici nella promozione del digitale, aumentare l'alfabetizzazione digitale per categorie a rischio esclusione, avviare coderdojo",Castiglione Cosentino,CS,CAL,PICCOLO,2983,,,,,,,,,,,,,,,,,,,,,,,,,,
78029,la connettività non supera i 20 Megabit,non ancora,"no, non hai mai organizzato nulla",vi si accede previa registrazione gratuita al portale CO.SENZA.FILI.,non c'è nessun limite,oltre 60 indicatori soddisfatti,"Servizi informativi per bandi e concorsi pubblici, Servizi informativi meteo e dati ambientali",non è presente su facebook,non è presente su  twitter,non esiste una sezione open data,non c'è nel mio comune,Non c'è stata nessuna iniziativa,49,0,no,"supportare gli amministratori pubblici nella promozione del digitale, aumentare l'alfabetizzazione digitale per categorie a rischio esclusione, aumentare l'alfabetizzazione digitale alle aziende, avviare coderdojo",Cassano all'Ionio,CS,CAL,MEDIO,17587,,,,,,,,,,,,,,,,,,,,,,,,,,
78012,la connettività non supera i 20 Megabit,si,"no, non hai mai organizzato nulla",non c'è nessun servizio di wi fi pubblico,,fino a 20 indicatori soddisfatti,Servizi informativi per bandi e concorsi pubblici,non è presente su facebook,non è presente su  twitter,non esiste una sezione open data,non c'è nel mio comune,Non c'è stata nessuna iniziativa,0,0,no,"aumentare la connettività, aumentare il wi fi pubblico, supportare gli amministratori pubblici nella promozione del digitale, avviare coderdojo",Aprigliano,CS,CAL,PICCOLO,2714,,,,,,,,,,,,,,,,,,,,,,,,,,
78010,la connettività non supera i 20 Megabit,si,"si, ha organizzato 1 evento",tramite servizi collegati al telefono mobile (es. sms o telefonata),non c'è nessun limite,fino a 40 indicatori soddisfatti,"Servizi informativi per bandi e concorsi pubblici, Servizi informativi per situazioni di emergenza, URP online",non è presente su facebook,non è presente su  twitter,esiste una sezione open data ma ristretta solo agli adempimenti di legge sulla trasparenza,c'è stata una iniziativa,"Ci sono iniziative per l’alfabetizzazione verso giovani, Ci sono iniziative per l’alfabetizzazione verso anziani",49,0,no,"aumentare la connettività, supportare gli amministratori pubblici nella promozione del digitale, aumentare l'alfabetizzazione digitale alle aziende, aumentare le politiche a supporto delle startup",Amantea,CS,CAL,MEDIO,13925,,,,,,,,,,,,,,,,,,,,,,,,,,
77029,la connettività non supera i 20 Megabit,no,"no, non hai mai organizzato nulla",un provider privato offre degli hotspot free per 1 ora e ci si registra con un account facebook,massimo 1h,oltre 60 indicatori soddisfatti,"Servizi informativi per bandi e concorsi pubblici, Piattaforma per consultazioni online, URP online, Sportello Unico online",non è presente su facebook,non è presente su  twitter,non esiste una sezione open data,non c'è nel mio comune,Saltuariamente vengono organizzati incontri ma nulla di continuativo,nessuna,nessuno,no,"aumentare il wi fi pubblico, supportare gli amministratori pubblici nella promozione del digitale, fare formazione sul crowdfunding, aumentare l'alfabetizzazione digitale alle aziende, aumentare formazione di tecnologie open source",Tursi,MT,BAS,MEDIO,5217,,,,,,,,,,,,,,,,,,,,,,,,,,
77028,sono in corso interventi di infrastrutturazione per la banda ultra larga <30 Megabit,"si, non in modo ufficiale. Ma conosce le finalità delle mia figura da Digital Champion","no, non hai mai organizzato nulla",tramite servizi collegati al telefono mobile (es. sms o telefonata),"1h, poi richiesto nuovo accesso",oltre 60 indicatori soddisfatti,Piattaforma per consultazioni online,"è presente una pagina del consiglio comunale, ma  a carattere partitico  ",non è presente su  twitter,"esiste una sezione open data ma ristretta solo agli adempimenti di legge sulla trasparenza, sul sito web http://www.dati.gov.it/, sono presenti open data del tuo comune",non c'è nel mio comune,Saltuariamente vengono organizzati incontri ma nulla di continuativo,30,0,FABLAB - nel comune vicino GRASSANO (MT) - circa 20 km,"aumentare la connettività, supportare gli amministratori pubblici nella promozione del digitale, fare formazione sul crowdfunding, aumentare l'alfabetizzazione digitale per categorie a rischio esclusione, aumentare l'alfabetizzazione digitale alle aziende, avviare coderdojo, aumentare formazione di tecnologie open source",Tricarico,MT,BAS,MEDIO,5808,,,,,,,,,,,,,,,,,,,,,,,,,,
77023,la connettività non supera i 20 Megabit,no,"no, non hai mai organizzato nulla",tramite servizi collegati al telefono mobile (es. sms o telefonata),non c'è nessun limite,fino a 10 indicatori soddisfatti,Servizi informativi meteo e dati ambientali,non è presente su facebook,non è presente su  twitter,non esiste una sezione open data,saltuariamente vengono organizzati,Non c'è stata nessuna iniziativa,0,nessuno,no,"supportare gli amministratori pubblici nella promozione del digitale, aumentare l'alfabetizzazione digitale per categorie a rischio esclusione, aumentare l'alfabetizzazione digitale alle aziende",Rotondella,MT,BAS,PICCOLO,2846,,,,,,,,,,,,,,,,,,,,,,,,,,
77021,la connettività non supera i 20 Megabit,si,"si, ha organizzato 1 evento",non c'è nessun servizio di wi fi pubblico,,oltre 60 indicatori soddisfatti,"Servizi informativi per bandi e concorsi pubblici, Piattaforma per consultazioni online, Servizi informativi meteo e dati ambientali, Servizi informativi per situazioni di emergenza",è presente anche durante il weekend,è presente e risponde,esiste una sezione open data ma ristretta solo agli adempimenti di legge sulla trasparenza,saltuariamente vengono organizzati,"Ci sono iniziative per l’alfabetizzazione verso giovani, Ci sono iniziative per l’alfabetizzazione verso anziani",6,0,no,"aumentare il wi fi pubblico, aumentare l'alfabetizzazione digitale alle aziende, avviare coderdojo, aumentare le politiche a supporto delle startup, aumentare diffusione dei fablab e della digitalizzazione della manifattura, incubatori per start up",Policoro,MT,BAS,MEDIO,16407,,,,,,,,,,,,,,,,,,,,,,,,,,
77018,,si,"no, non hai mai organizzato nulla",non c'è nessun servizio di wi fi pubblico,,oltre 60 indicatori soddisfatti,"Servizi informativi per bandi e concorsi pubblici, Piattaforma per consultazioni online",è presente e risponde a commenti e domande,non è presente su  twitter,non esiste una sezione open data,saltuariamente vengono organizzati,Non c'è stata nessuna iniziativa,#,#,no,"aumentare la connettività, aumentare il wi fi pubblico, supportare gli amministratori pubblici nella promozione del digitale, fare formazione sul crowdfunding, aumentare l'alfabetizzazione digitale per categorie a rischio esclusione, aumentare l'alfabetizzazione digitale alle aziende, aumentare diffusione dei fablab e della digitalizzazione della manifattura",Nova Siri,MT,BAS,MEDIO,6807,,,,,,,,,,,,,,,,,,,,,,,,,,
77014,la connettività non supera i 100 Megabit,si,"si, ha organizzato più eventi",non c'è nessun servizio di wi fi pubblico,,oltre 60 indicatori soddisfatti,"Servizi informativi per bandi e concorsi pubblici, Pagamento online tasse e tariffe comunali, Pagamento multe, Sportello Unico online",è presente e risponde a commenti e domande,è presente e risponde,"esiste una sezione o portale open data con dataset di vari uffici aggiornati e con infografiche di supporto. Il comune si attiva anche nell'incentivarne il riuso, sul sito web http://www.dati.gov.it/, sono presenti open data del tuo comune?",1 volta al mese,Saltuariamente vengono organizzati incontri ma nulla di continuativo,5,0,si,"aumentare la connettività, aumentare il wi fi pubblico, supportare gli amministratori pubblici nella promozione del digitale, fare formazione sul crowdfunding, aumentare l'alfabetizzazione digitale per categorie a rischio esclusione, aumentare l'alfabetizzazione digitale alle aziende, aumentare le politiche a supporto delle startup, aumentare diffusione dei fablab e della digitalizzazione della manifattura",Matera,MT,BAS,GRANDE,60818,,,,,,,,,,,,,,,,,,,,,,,,,,
77008,"Si sta procedendo all'installazione della fibra ottica, ma raramente la collettività supera i 20 mega. ",no,"no, non hai mai organizzato nulla","Il wifi pubblico è accessibile tramite password, ma non.ha mai funzionato correttamente. La potenza del segnale è bassissima.",Non specificato e non comprovabile dato il suo cattivo funzionamento,fino a 10 indicatori soddisfatti,Nessuno di questi servizi è diretto. Alcuni rimandano ad altri siti (es. Meteo: link areonautica militare) ,non è presente su facebook,non è presente su  twitter,non esiste una sezione open data,"Era stato proposto nelle scuole, ma per motivi organizzativi non è stato portato avanti il progetto.",Ci sono iniziative per l’alfabetizzazione verso anziani,6,0,no,"aumentare la connettività, aumentare il wi fi pubblico, supportare gli amministratori pubblici nella promozione del digitale, fare formazione sul crowdfunding, aumentare l'alfabetizzazione digitale per categorie a rischio esclusione, aumentare l'alfabetizzazione digitale alle aziende, avviare coderdojo, aumentare formazione di tecnologie open source, aumentare le politiche a supporto delle startup, aumentare diffusione dei fablab e della digitalizzazione della manifattura, E altro ancora",Ferrandina,MT,BAS,MEDIO,9072,,,,,,,,,,,,,,,,,,,,,,,,,,
77007,la connettività non supera i 20 Megabit,si,"no, non hai mai organizzato nulla",,non c'è nessun limite,fino a 20 indicatori soddisfatti,Servizi informativi per bandi e concorsi pubblici,è presente ma non risponde a commenti e domande,non è presente su  twitter,non esiste una sezione open data,c'è stata una iniziativa,Non c'è stata nessuna iniziativa,7,0,no,"supportare gli amministratori pubblici nella promozione del digitale, aumentare l'alfabetizzazione digitale per categorie a rischio esclusione",Craco,MT,BAS,PICCOLO,775,,,,,,,,,,,,,,,,,,,,,,,,,,
76097,AREA BIANCA,si,"no, non hai mai organizzato nulla",tramite servizi collegati al telefono mobile (es. sms o telefonata),4h,oltre 60 indicatori soddisfatti,Servizi informativi per bandi e concorsi pubblici,è presente e risponde a commenti e domande,non è presente su  twitter,esiste una sezione open data ma ristretta solo agli adempimenti di legge sulla trasparenza,non c'è nel mio comune,Non c'è stata nessuna iniziativa,0,0,no,"supportare gli amministratori pubblici nella promozione del digitale, fare formazione sul crowdfunding, aumentare l'alfabetizzazione digitale per categorie a rischio esclusione, aumentare l'alfabetizzazione digitale alle aziende, avviare coderdojo, aumentare formazione di tecnologie open source",Viggianello,PZ,BAS,PICCOLO,3209,,,,,,,,,,,,,,,,,,,,,,,,,,
